%Arkansas hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1967,2,-1.3511,-0.8433,-0.6917,-0.6092
1967,3,-1.6192,-0.9817,-0.7700,-0.6553
1967,4,-1.0401,-0.8479,-0.7120,-0.6268
1967,5,-0.0445,-0.5319,-0.5548,-0.5315
1967,6,-0.0776,-0.4967,-0.5353,-0.5193
1967,7,0.2235,-0.3557,-0.4611,-0.4776
1967,8,-0.0113,-0.3794,-0.4680,-0.4807
1967,9,0.0717,-0.3165,-0.4309,-0.4569
1967,10,0.2782,-0.2102,-0.3700,-0.4176
1967,11,-0.5790,-0.4515,-0.4871,-0.4881
1967,12,0.1337,-0.2244,-0.3688,-0.4211
1968,1,0.3517,-0.1172,-0.3064,-0.3826
1968,2,-0.2982,-0.2907,-0.3869,-0.4297
1968,3,0.1869,-0.1286,-0.2987,-0.3766
1968,4,0.2569,-0.0750,-0.2623,-0.3506
1968,5,1.4235,0.3482,-0.0353,-0.2159
1968,6,0.9884,0.3044,-0.0390,-0.2131
1968,7,0.5593,0.2255,-0.0627,-0.2216
1968,8,0.2718,0.1607,-0.0815,-0.2259
1968,9,0.7763,0.3407,0.0241,-0.1550
1968,10,0.2388,0.2017,-0.0323,-0.1846
1968,11,0.5493,0.3095,0.0343,-0.1432
1968,12,0.8061,0.4185,0.1042,-0.0961
1969,1,1.1737,0.5788,0.2024,-0.0320
1969,2,0.7387,0.4894,0.1750,-0.0407
1969,3,0.2183,0.3384,0.1127,-0.0708
1969,4,-0.1089,0.2171,0.0618,-0.0929
1969,5,-0.6103,0.0178,-0.0337,-0.1472
1969,6,-0.4349,0.0169,-0.0309,-0.1385
1969,7,-0.4208,-0.0214,-0.0486,-0.1477
1969,8,-0.5751,-0.1112,-0.0947,-0.1778
1969,9,-1.0012,-0.2984,-0.1915,-0.2302
1969,10,-0.5672,-0.2196,-0.1568,-0.2121
1969,11,-0.6348,-0.2753,-0.1884,-0.2285
1969,12,0.0285,-0.0869,-0.0962,-0.1765
1970,1,-0.7441,-0.3353,-0.2241,-0.2511
1970,2,-0.6525,-0.3434,-0.2335,-0.2549
1970,3,-0.2711,-0.2448,-0.1875,-0.2243
1970,4,0.3653,-0.0337,-0.0821,-0.1641
1970,5,-0.3357,-0.2311,-0.1822,-0.2246
1970,6,-0.2013,-0.1959,-0.1669,-0.2166
1970,7,-0.3668,-0.2520,-0.1978,-0.2362
1970,8,0.1127,-0.1019,-0.1229,-0.1897
1970,9,0.4696,0.0383,-0.0489,-0.1411
1970,10,1.1302,0.3012,0.0919,-0.0501
1970,11,0.2243,0.0759,-0.0144,-0.1113
1970,12,-0.1724,-0.0431,-0.0712,-0.1416
1971,1,-0.4742,-0.1568,-0.1285,-0.1737
1971,2,-0.3854,-0.1572,-0.1308,-0.1775
1971,3,-0.9074,-0.3541,-0.2339,-0.2389
1971,4,-1.3351,-0.5504,-0.3403,-0.2984
1971,5,-1.2423,-0.5939,-0.3723,-0.3146
1971,6,-1.2392,-0.6545,-0.4137,-0.3371
1971,7,-0.2800,-0.3881,-0.2875,-0.2610
1971,8,0.0474,-0.2679,-0.2304,-0.2277
1971,9,-0.5070,-0.4240,-0.3125,-0.2748
1971,10,-0.8763,-0.5559,-0.3855,-0.3167
1971,11,-1.1511,-0.6787,-0.4570,-0.3605
1971,12,0.0270,-0.3281,-0.2876,-0.2648
1972,1,-0.1471,-0.3528,-0.3019,-0.2721
1972,2,-0.8597,-0.5724,-0.4172,-0.3389
1972,3,-1.1197,-0.6870,-0.4829,-0.3749
1972,4,-1.1782,-0.7479,-0.5242,-0.4022
1972,5,-1.5409,-0.9106,-0.6188,-0.4601
1972,6,-1.3171,-0.8954,-0.6248,-0.4651
1972,7,-0.8886,-0.7917,-0.5844,-0.4450
1972,8,-0.8734,-0.7958,-0.5976,-0.4612
1972,9,-0.0697,-0.5334,-0.4732,-0.3970
1972,10,0.6445,-0.2495,-0.3291,-0.3101
1972,11,1.3475,0.0716,-0.1589,-0.2066
1972,12,1.2986,0.1766,-0.0931,-0.1645
1973,1,1.2148,0.2552,-0.0401,-0.1350
1973,2,0.7426,0.1880,-0.0608,-0.1472
1973,3,2.0127,0.6672,0.1995,0.0145
1973,4,2.9003,1.0932,0.4425,0.1653
1973,5,2.0702,0.9866,0.4198,0.1616
1973,6,1.7183,0.9715,0.4399,0.1808
1973,7,1.3431,0.9166,0.4374,0.1848
1973,8,0.5811,0.7014,0.3501,0.1411
1973,9,1.1737,0.8889,0.4649,0.2193
1973,10,1.3116,0.9623,0.5238,0.2621
1973,11,1.9246,1.2014,0.6688,0.3561
1973,12,1.6384,1.1741,0.6813,0.3743
1974,1,1.5943,1.2035,0.7210,0.4077
1974,2,0.8587,0.9937,0.6354,0.3603
1974,3,0.0492,0.7091,0.5074,0.2981
1974,4,0.2858,0.7258,0.5270,0.3208
1974,5,0.2337,0.6664,0.5070,0.3190
1974,6,1.3747,1.0083,0.6911,0.4334
1974,7,0.6348,0.7948,0.5962,0.3822
1974,8,1.2046,0.9709,0.6982,0.4557
1974,9,1.6829,1.1537,0.8049,0.5212
1974,10,1.0159,0.9801,0.7332,0.4897
1974,11,1.3443,1.0938,0.8051,0.5450
1974,12,0.6103,0.8712,0.7049,0.4945
1975,1,0.3956,0.7743,0.6623,0.4709
1975,2,0.7509,0.8575,0.7113,0.5085
1975,3,1.6303,1.1426,0.8661,0.6089
1975,4,0.8036,0.9115,0.7615,0.5590
1975,5,0.8400,0.9135,0.7702,0.5714
1975,6,0.8679,0.9159,0.7794,0.5869
1975,7,0.5155,0.7930,0.7235,0.5630
1975,8,0.6940,0.8265,0.7452,0.5850
1975,9,0.5488,0.7652,0.7176,0.5735
1975,10,-0.2616,0.4725,0.5684,0.4861
1975,11,-0.4073,0.3537,0.5027,0.4505
1975,12,-0.5370,0.2377,0.4354,0.4112
1976,1,-0.7724,0.0850,0.3473,0.3611
1976,2,-0.7521,0.0102,0.2958,0.3303
1976,3,-0.2687,0.0999,0.3279,0.3476
1976,4,-0.8973,-0.1462,0.1908,0.2704
1976,5,-0.7160,-0.1568,0.1682,0.2521
1976,6,0.0903,0.0607,0.2642,0.3057
1976,7,-0.2316,-0.0445,0.2006,0.2702
1976,8,-0.6493,-0.2026,0.1067,0.2106
1976,9,-0.6348,-0.2402,0.0720,0.1866
1976,10,-0.1969,-0.1308,0.1118,0.2004
1976,11,-0.9874,-0.4025,-0.0402,0.1080
1976,12,-1.3694,-0.5864,-0.1527,0.0379
1977,1,-1.2299,-0.6141,-0.1881,0.0121
1977,2,-1.3010,-0.6966,-0.2523,-0.0351
1977,3,-0.2794,-0.4111,-0.1266,0.0350
1977,4,-0.5081,-0.4754,-0.1742,0.0001
1977,5,-1.2989,-0.7440,-0.3280,-0.0987
1977,6,-0.9056,-0.6647,-0.3083,-0.0971
1977,7,-0.4831,-0.5458,-0.2645,-0.0768
1977,8,-0.2824,-0.4725,-0.2402,-0.0662
1977,9,0.5862,-0.1628,-0.0916,0.0184
1977,10,-0.3085,-0.3919,-0.2127,-0.0537
1977,11,0.1090,-0.2438,-0.1452,-0.0183
1977,12,-0.4732,-0.4057,-0.2335,-0.0738
1978,1,-0.0605,-0.2735,-0.1735,-0.0415
1978,2,-0.5510,-0.4179,-0.2523,-0.0889
1978,3,-0.6264,-0.4559,-0.2803,-0.1112
1978,4,-0.9778,-0.5901,-0.3580,-0.1611
1978,5,-0.2238,-0.3739,-0.2585,-0.1107
1978,6,-0.2515,-0.3689,-0.2608,-0.1123
1978,7,-0.4850,-0.4361,-0.3007,-0.1398
1978,8,-0.0315,-0.2885,-0.2315,-0.1047
1978,9,-0.3424,-0.3684,-0.2763,-0.1382
1978,10,-0.9512,-0.5703,-0.3843,-0.2033
1978,11,-0.0283,-0.2968,-0.2525,-0.1308
1978,12,0.5906,-0.0634,-0.1342,-0.0630
1979,1,0.6734,0.0266,-0.0847,-0.0378
1979,2,0.8026,0.1315,-0.0256,-0.0063
1979,3,0.7744,0.1859,0.0093,0.0094
1979,4,1.3780,0.4446,0.1520,0.0975
1979,5,2.0879,0.7717,0.3355,0.2101
1979,6,1.5523,0.7172,0.3293,0.2123
1979,7,1.5218,0.7864,0.3842,0.2489
1979,8,1.1797,0.7416,0.3816,0.2552
1979,9,0.8883,0.6855,0.3712,0.2569
1979,10,0.4664,0.5631,0.3240,0.2341
1979,11,0.1767,0.4567,0.2813,0.2137
1979,12,-0.0760,0.3452,0.2318,0.1832
1980,1,-0.2947,0.2317,0.1786,0.1519
1980,2,-0.8407,-0.0017,0.0615,0.0864
1980,3,-0.2840,0.1053,0.1142,0.1199
1980,4,-0.3186,0.0567,0.0893,0.1081
1980,5,-0.1512,0.0772,0.0973,0.1078
1980,6,-0.5311,-0.0721,0.0196,0.0623
1980,7,-1.0822,-0.3008,-0.1020,-0.0068
1980,8,-1.5082,-0.5182,-0.2234,-0.0789
1980,9,-0.4140,-0.2451,-0.0966,-0.0058
1980,10,-0.4129,-0.2607,-0.1113,-0.0133
1980,11,-0.5582,-0.3240,-0.1511,-0.0386
1980,12,-1.1951,-0.5601,-0.2814,-0.1197
1981,1,-1.5982,-0.7559,-0.3959,-0.1912
1981,2,-1.2900,-0.7326,-0.4023,-0.2043
1981,3,-1.1842,-0.7501,-0.4285,-0.2298
1981,4,-1.5249,-0.9058,-0.5257,-0.2986
1981,5,-0.4259,-0.5958,-0.3849,-0.2239
1981,6,0.1140,-0.3984,-0.2939,-0.1764
1981,7,0.2588,-0.3010,-0.2488,-0.1526
1981,8,0.3512,-0.2167,-0.2096,-0.1405
1981,9,-0.3035,-0.3825,-0.2971,-0.2029
1981,10,0.3155,-0.1672,-0.1903,-0.1424
1981,11,-0.4530,-0.3793,-0.2989,-0.2099
1981,12,-1.3352,-0.6824,-0.4594,-0.3088
1982,1,-0.3578,-0.4164,-0.3329,-0.2363
1982,2,-0.5429,-0.4730,-0.3671,-0.2640
1982,3,-1.1989,-0.6999,-0.4900,-0.3430
1982,4,-0.7559,-0.5987,-0.4493,-0.3291
1982,5,-0.7593,-0.6148,-0.4654,-0.3441
1982,6,0.1104,-0.3366,-0.3298,-0.2700
1982,7,-0.2285,-0.4078,-0.3667,-0.2925
1982,8,-0.0575,-0.3333,-0.3298,-0.2700
1982,9,-0.7409,-0.5365,-0.4351,-0.3362
1982,10,-0.4968,-0.4740,-0.4080,-0.3236
1982,11,0.3085,-0.2058,-0.2744,-0.2539
1982,12,2.4449,0.5604,0.1244,-0.0160
1983,1,1.0128,0.2589,-0.0104,-0.0963
1983,2,0.6376,0.2047,-0.0261,-0.1078
1983,3,-0.0469,0.0161,-0.1118,-0.1555
1983,4,0.2113,0.0968,-0.0647,-0.1299
1983,5,0.8040,0.3066,0.0519,-0.0570
1983,6,0.5785,0.2783,0.0498,-0.0549
1983,7,0.0105,0.1162,-0.0231,-0.0979
1983,8,-0.4588,-0.0515,-0.1039,-0.1500
1983,9,-0.8810,-0.2320,-0.1941,-0.2004
1983,10,-0.8977,-0.2994,-0.2310,-0.2239
1983,11,-0.2253,-0.1306,-0.1477,-0.1765
1983,12,0.4041,0.0717,-0.0425,-0.1128
1984,1,-0.2964,-0.1318,-0.1422,-0.1720
1984,2,-0.0171,-0.0537,-0.1015,-0.1475
1984,3,0.1672,0.0117,-0.0648,-0.1210
1984,4,-0.1370,-0.0757,-0.1058,-0.1427
1984,5,0.4155,0.1040,-0.0114,-0.0844
1984,6,-0.1931,-0.0707,-0.0954,-0.1302
1984,7,-0.2305,-0.0949,-0.1065,-0.1349
1984,8,0.2161,0.0421,-0.0356,-0.0936
1984,9,0.2914,0.0840,-0.0095,-0.0726
1984,10,2.7543,0.9306,0.4319,0.1917
1984,11,2.4170,0.9909,0.4869,0.2283
1984,12,1.7843,0.9142,0.4726,0.2293
1985,1,1.0724,0.7580,0.4144,0.2048
1985,2,0.8107,0.7001,0.4017,0.2046
1985,3,0.7716,0.6975,0.4148,0.2170
1985,4,0.7128,0.6848,0.4232,0.2327
1985,5,-0.0528,0.4305,0.3057,0.1725
1985,6,-0.2962,0.3028,0.2464,0.1428
1985,7,-0.4773,0.1850,0.1889,0.1142
1985,8,-0.3378,0.1688,0.1797,0.1074
1985,9,-0.3634,0.1120,0.1503,0.0939
1985,10,0.2527,0.2736,0.2328,0.1499
1985,11,0.6131,0.3926,0.2963,0.1901
1985,12,0.0609,0.2282,0.2161,0.1450
1986,1,-0.8882,-0.1064,0.0441,0.0447
1986,2,-0.8124,-0.1553,0.0106,0.0205
1986,3,-1.2276,-0.3572,-0.1008,-0.0419
1986,4,-0.4589,-0.1820,-0.0235,0.0005
1986,5,-0.5578,-0.2416,-0.0613,-0.0197
1986,6,0.1867,-0.0217,0.0429,0.0394
1986,7,-0.5877,-0.2619,-0.0836,-0.0327
1986,8,-0.1930,-0.1603,-0.0397,-0.0069
1986,9,-0.2823,-0.1934,-0.0622,-0.0182
1986,10,0.1775,-0.0475,0.0061,0.0184
1986,11,0.5026,0.0830,0.0709,0.0571
1986,12,0.0469,-0.0300,0.0136,0.0252
1987,1,-0.3398,-0.1525,-0.0521,-0.0159
1987,2,0.5387,0.1246,0.0862,0.0670
1987,3,0.0495,-0.0002,0.0245,0.0349
1987,4,-1.0293,-0.3577,-0.1618,-0.0796
1987,5,-0.8134,-0.3491,-0.1677,-0.0890
1987,6,-0.7278,-0.3646,-0.1849,-0.1031
1987,7,-0.7101,-0.3932,-0.2089,-0.1216
1987,8,-0.6888,-0.4162,-0.2301,-0.1381
1987,9,-0.6150,-0.4174,-0.2408,-0.1519
1987,10,-0.8120,-0.5023,-0.2946,-0.1928
1987,11,0.6298,-0.0478,-0.0705,-0.0632
1987,12,2.0458,0.4921,0.2086,0.1000
1988,1,1.1435,0.3370,0.1425,0.0635
1988,2,0.5527,0.2154,0.0893,0.0341
1988,3,0.4819,0.2238,0.1001,0.0431
1988,4,-0.0419,0.0725,0.0283,0.0030
1988,5,-1.0329,-0.2711,-0.1465,-0.0990
1988,6,-1.4634,-0.4881,-0.2643,-0.1691
1988,7,-0.6106,-0.2946,-0.1749,-0.1156
1988,8,-0.6062,-0.3232,-0.1960,-0.1317
1988,9,-0.4906,-0.3113,-0.1960,-0.1332
1988,10,-0.3203,-0.2712,-0.1811,-0.1268
1988,11,1.1182,0.2070,0.0615,0.0179
1988,12,0.5532,0.1041,0.0164,-0.0037
1989,1,0.6324,0.1734,0.0573,0.0252
1989,2,1.8022,0.6098,0.2873,0.1592
1989,3,1.5643,0.6434,0.3207,0.1836
1989,4,0.3169,0.3123,0.1662,0.0975
1989,5,0.5480,0.3903,0.2145,0.1328
1989,6,1.1860,0.6195,0.3422,0.2154
1989,7,1.6704,0.8361,0.4678,0.2948
1989,8,0.8014,0.6237,0.3768,0.2477
1989,9,0.5010,0.5398,0.3465,0.2375
1989,10,-0.3497,0.2505,0.2061,0.1540
1989,11,-1.0657,-0.0470,0.0545,0.0633
1989,12,-1.5247,-0.2980,-0.0802,-0.0178
1990,1,-0.3745,-0.0286,0.0479,0.0555
1990,2,0.6158,0.2709,0.1993,0.1484
1990,3,1.5675,0.6232,0.3840,0.2569
1990,4,1.4672,0.6795,0.4256,0.2894
1990,5,2.2283,1.0100,0.6098,0.4089
1990,6,1.2504,0.7976,0.5194,0.3583
1990,7,0.4580,0.5747,0.4185,0.3052
1990,8,0.0659,0.4319,0.3536,0.2749
1990,9,0.1158,0.4138,0.3481,0.2738
1990,10,0.9078,0.6514,0.4742,0.3525
1990,11,0.4108,0.5089,0.4089,0.3141
1990,12,1.0838,0.7255,0.5260,0.3886
1991,1,1.0183,0.7377,0.5421,0.4022
1991,2,0.7096,0.6607,0.5129,0.3935
1991,3,0.1464,0.4763,0.4252,0.3452
1991,4,2.1895,1.1308,0.7647,0.5461
1991,5,1.6233,1.0415,0.7343,0.5229
1991,6,0.8538,0.8385,0.6458,0.4813
1991,7,0.4147,0.6926,0.5803,0.4484
1991,8,0.4233,0.6690,0.5744,0.4523
1991,9,0.2216,0.5779,0.5319,0.4299
1991,10,1.1141,0.8436,0.6707,0.5124
1991,11,0.9526,0.8151,0.6647,0.5142
1991,12,1.1545,0.8960,0.7144,0.5512
1992,1,0.4539,0.6854,0.6155,0.5006
1992,2,0.1747,0.5697,0.5600,0.4748
1992,3,0.2139,0.5453,0.5484,0.4726
1992,4,-0.5032,0.2729,0.4075,0.3895
