%Iowa hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1968,2,-0.5148,-0.3940,-0.2980,-0.2245
1968,3,-0.6940,-0.4656,-0.3399,-0.2527
1968,4,-0.2059,-0.3235,-0.2729,-0.2161
1968,5,-0.5866,-0.4401,-0.3358,-0.2562
1968,6,-0.4413,-0.4053,-0.3235,-0.2536
1968,7,-0.2656,-0.3497,-0.2990,-0.2417
1968,8,-0.3312,-0.3637,-0.3086,-0.2486
1968,9,0.1356,-0.2039,-0.2290,-0.2033
1968,10,0.4075,-0.0804,-0.1646,-0.1687
1968,11,0.1351,-0.1254,-0.1836,-0.1793
1968,12,0.3301,-0.0351,-0.1338,-0.1481
1969,1,0.4833,0.0511,-0.0850,-0.1210
1969,2,0.3257,0.0393,-0.0844,-0.1201
1969,3,-0.0435,-0.0574,-0.1282,-0.1449
1969,4,-0.0290,-0.0512,-0.1213,-0.1393
1969,5,-0.1395,-0.0862,-0.1358,-0.1466
1969,6,0.5792,0.1500,-0.0113,-0.0716
1969,7,1.0127,0.3364,0.0925,-0.0093
1969,8,0.3212,0.1686,0.0173,-0.0545
1969,9,-0.0546,0.0570,-0.0324,-0.0798
1969,10,0.3080,0.1681,0.0298,-0.0387
1969,11,-0.1969,0.0119,-0.0435,-0.0781
1969,12,-0.0808,0.0310,-0.0314,-0.0722
1970,1,-0.2363,-0.0318,-0.0604,-0.0868
1970,2,-0.4195,-0.1128,-0.1020,-0.1171
1970,3,-0.2628,-0.0894,-0.0907,-0.1111
1970,4,-0.4866,-0.1810,-0.1383,-0.1409
1970,5,-0.1470,-0.0961,-0.0967,-0.1167
1970,6,-0.5771,-0.2453,-0.1736,-0.1616
1970,7,-0.5869,-0.2802,-0.1955,-0.1767
1970,8,-0.4394,-0.2599,-0.1891,-0.1731
1970,9,0.4662,0.0271,-0.0441,-0.0852
1970,10,0.8088,0.1839,0.0398,-0.0364
1970,11,0.5644,0.1613,0.0358,-0.0339
1970,12,0.3684,0.1338,0.0272,-0.0403
1971,1,0.3180,0.1392,0.0352,-0.0339
1971,2,0.6155,0.2561,0.1009,0.0090
1971,3,0.1131,0.1217,0.0391,-0.0257
1971,4,-0.4837,-0.0795,-0.0602,-0.0810
1971,5,-0.5362,-0.1356,-0.0898,-0.0968
1971,6,-0.4675,-0.1507,-0.0998,-0.1023
1971,7,-0.5395,-0.2050,-0.1302,-0.1196
1971,8,-1.1822,-0.4526,-0.2618,-0.1991
1971,9,-1.1092,-0.4975,-0.2943,-0.2202
1971,10,-0.4476,-0.3336,-0.2194,-0.1760
1971,11,0.0582,-0.1746,-0.1424,-0.1285
1971,12,0.2182,-0.0988,-0.1054,-0.1092
1972,1,0.0346,-0.1302,-0.1212,-0.1183
1972,2,-0.0723,-0.1504,-0.1318,-0.1235
1972,3,-0.2663,-0.2081,-0.1621,-0.1399
1972,4,-0.1291,-0.1676,-0.1434,-0.1290
1972,5,0.0014,-0.1201,-0.1199,-0.1145
1972,6,-0.3091,-0.2128,-0.1676,-0.1423
1972,7,0.2089,-0.0481,-0.0847,-0.0929
1972,8,0.2271,-0.0175,-0.0670,-0.0813
1972,9,0.8049,0.1998,0.0469,-0.0162
1972,10,0.7793,0.2488,0.0798,0.0055
1972,11,0.7106,0.2762,0.1022,0.0206
1972,12,0.6460,0.2958,0.1209,0.0343
1973,1,0.6983,0.3467,0.1559,0.0579
1973,2,0.5790,0.3401,0.1615,0.0623
1973,3,0.9544,0.4889,0.2477,0.1198
1973,4,1.0432,0.5630,0.2980,0.1544
1973,5,1.2581,0.6809,0.3720,0.2033
1973,6,0.5318,0.4920,0.2897,0.1588
1973,7,0.6839,0.5468,0.3279,0.1852
1973,8,0.1196,0.3704,0.2476,0.1407
1973,9,1.0992,0.6754,0.4106,0.2389
1973,10,0.8400,0.6287,0.3995,0.2369
1973,11,0.7455,0.6171,0.4051,0.2467
1973,12,0.7561,0.6329,0.4240,0.2640
1974,1,0.6298,0.6022,0.4186,0.2656
1974,2,0.3429,0.5085,0.3773,0.2357
1974,3,0.1445,0.4262,0.3418,0.2212
1974,4,0.0972,0.3835,0.3242,0.2153
1974,5,0.6455,0.5403,0.4080,0.2678
1974,6,0.4358,0.4799,0.3834,0.2577
1974,7,-0.2154,0.2571,0.2735,0.1969
1974,8,0.0507,0.3015,0.2957,0.2130
1974,9,-0.4611,0.1058,0.1956,0.1585
1974,10,-0.1845,0.1447,0.2114,0.1699
1974,11,-0.2266,0.0992,0.1845,0.1540
1974,12,-0.1985,0.0777,0.1695,0.1476
1975,1,0.0365,0.1303,0.1927,0.1647
1975,2,0.0510,0.1262,0.1882,0.1661
1975,3,0.0573,0.1212,0.1829,0.1650
1975,4,0.1708,0.1532,0.1968,0.1761
1975,5,-0.1437,0.0493,0.1412,0.1442
1975,6,0.0631,0.1004,0.1630,0.1569
1975,7,-0.8595,-0.2129,-0.0015,0.0604
1975,8,-0.3116,-0.0905,0.0514,0.0909
1975,9,-0.5647,-0.1965,-0.0102,0.0533
1975,10,-0.9930,-0.3753,-0.1111,-0.0060
1975,11,-0.2220,-0.1753,-0.0221,0.0378
1975,12,-0.2972,-0.2050,-0.0443,0.0261
1976,1,-0.4027,-0.2492,-0.0746,0.0083
1976,2,-0.1674,-0.1848,-0.0497,0.0218
1976,3,0.2608,-0.0394,0.0184,0.0590
1976,4,0.5349,0.0812,0.0781,0.0951
1976,5,0.0888,-0.0253,0.0234,0.0628
1976,6,-0.3740,-0.1699,-0.0534,0.0166
1976,7,-0.7220,-0.3061,-0.1292,-0.0290
1976,8,-1.2450,-0.5213,-0.2485,-0.1011
1976,9,-1.4234,-0.6501,-0.3287,-0.1548
1976,10,-1.2624,-0.6696,-0.3542,-0.1727
1976,11,-1.3703,-0.7622,-0.4175,-0.2158
1976,12,-1.2476,-0.7789,-0.4432,-0.2375
1977,1,-1.0071,-0.7428,-0.4411,-0.2418
1977,2,-0.8754,-0.7237,-0.4466,-0.2533
1977,3,-0.1076,-0.4804,-0.3352,-0.1948
1977,4,-0.3130,-0.5139,-0.3595,-0.2128
1977,5,-0.6406,-0.6048,-0.4143,-0.2512
1977,6,-1.0612,-0.7494,-0.4987,-0.3078
1977,7,-0.8062,-0.6934,-0.4823,-0.3040
1977,8,0.5997,-0.2322,-0.2546,-0.1728
1977,9,0.8111,-0.0820,-0.1761,-0.1289
1977,10,1.0729,0.0908,-0.0822,-0.0740
1977,11,0.7423,0.0733,-0.0836,-0.0789
1977,12,0.4788,0.0485,-0.0893,-0.0860
1978,1,0.2554,0.0145,-0.0997,-0.0901
1978,2,0.1058,-0.0128,-0.1079,-0.0938
1978,3,-0.3088,-0.1408,-0.1696,-0.1330
1978,4,0.1409,-0.0058,-0.0982,-0.0895
1978,5,-0.0347,-0.0508,-0.1170,-0.1014
1978,6,-0.1791,-0.0977,-0.1378,-0.1133
1978,7,0.3588,0.0751,-0.0464,-0.0586
1978,8,0.0425,-0.0040,-0.0813,-0.0793
1978,9,0.6443,0.2024,0.0292,-0.0121
1978,10,0.1568,0.0808,-0.0252,-0.0444
1978,11,0.3014,0.1366,0.0093,-0.0208
1978,12,0.1515,0.1020,-0.0021,-0.0258
1979,1,0.3242,0.1646,0.0353,-0.0028
1979,2,0.0814,0.0983,0.0066,-0.0231
1979,3,0.5326,0.2482,0.0879,0.0234
1979,4,0.2931,0.1948,0.0683,0.0137
1979,5,-0.1666,0.0498,-0.0002,-0.0251
1979,6,-0.3133,-0.0200,-0.0338,-0.0447
1979,7,-0.0605,0.0369,-0.0042,-0.0291
1979,8,0.5386,0.2288,0.0971,0.0336
1979,9,-0.1482,0.0277,0.0005,-0.0187
1979,10,0.2608,0.1483,0.0642,0.0207
1979,11,0.2171,0.1443,0.0664,0.0238
1979,12,-0.0449,0.0633,0.0287,0.0038
1980,1,0.0814,0.0954,0.0479,0.0203
1980,2,-0.0303,0.0566,0.0305,0.0123
1980,3,-0.3184,-0.0484,-0.0228,-0.0207
1980,4,-0.7731,-0.2268,-0.1164,-0.0786
1980,5,-0.9533,-0.3392,-0.1801,-0.1186
1980,6,-0.6899,-0.3092,-0.1724,-0.1153
1980,7,-0.9455,-0.4313,-0.2420,-0.1579
1980,8,0.3921,-0.0312,-0.0447,-0.0423
1980,9,0.2202,-0.0486,-0.0531,-0.0477
1980,10,0.0372,-0.0845,-0.0715,-0.0594
1980,11,-0.3456,-0.2014,-0.1322,-0.0942
1980,12,-0.2922,-0.1972,-0.1339,-0.0988
1981,1,-0.4360,-0.2545,-0.1667,-0.1199
1981,2,-0.2111,-0.1963,-0.1417,-0.1102
1981,3,-0.5245,-0.3029,-0.1997,-0.1468
1981,4,-0.3623,-0.2696,-0.1878,-0.1424
1981,5,-0.7411,-0.4056,-0.2622,-0.1889
1981,6,-0.3508,-0.3064,-0.2184,-0.1666
1981,7,-0.0335,-0.2042,-0.1701,-0.1401
1981,8,0.2887,-0.0798,-0.1083,-0.1075
1981,9,-0.0070,-0.1440,-0.1404,-0.1288
1981,10,0.0388,-0.1156,-0.1266,-0.1239
1981,11,0.1148,-0.0754,-0.1049,-0.1093
1981,12,0.0405,-0.0822,-0.1074,-0.1125
1982,1,0.2786,0.0094,-0.0585,-0.0814
1982,2,0.0147,-0.0536,-0.0888,-0.1045
1982,3,0.1872,0.0108,-0.0539,-0.0838
1982,4,-0.1217,-0.0761,-0.0958,-0.1087
1982,5,0.7041,0.1968,0.0457,-0.0257
1982,6,0.0810,0.0359,-0.0300,-0.0691
1982,7,0.6415,0.2284,0.0726,-0.0065
1982,8,0.5881,0.2498,0.0915,0.0075
1982,9,0.4400,0.2322,0.0902,0.0092
1982,10,0.5830,0.3000,0.1315,0.0330
1982,11,0.7542,0.3844,0.1834,0.0668
1982,12,1.1506,0.5527,0.2807,0.1310
1983,1,0.7679,0.4811,0.2570,0.1204
1983,2,0.6034,0.4532,0.2542,0.1256
1983,3,0.7649,0.5217,0.2993,0.1555
1983,4,0.4199,0.4290,0.2626,0.1386
1983,5,0.4288,0.4311,0.2720,0.1482
1983,6,0.4818,0.4487,0.2887,0.1610
1983,7,-0.0832,0.2622,0.2004,0.1124
1983,8,-0.5180,0.0834,0.1113,0.0620
1983,9,-0.1570,0.1473,0.1428,0.0815
1983,10,0.1666,0.2270,0.1844,0.1097
1983,11,0.9519,0.4849,0.3194,0.1913
1983,12,0.6432,0.4257,0.2981,0.1876
1984,1,0.3505,0.3481,0.2641,0.1693
1984,2,0.2136,0.3024,0.2451,0.1629
1984,3,0.0916,0.2530,0.2232,0.1558
1984,4,0.7453,0.4571,0.3294,0.2184
1984,5,0.6818,0.4632,0.3391,0.2284
1984,6,1.0146,0.5957,0.4139,0.2775
1984,7,0.6897,0.5265,0.3871,0.2653
1984,8,-0.3723,0.1855,0.2178,0.1665
1984,9,-0.6281,0.0466,0.1442,0.1226
1984,10,0.3620,0.3148,0.2781,0.2046
1984,11,0.3435,0.3131,0.2796,0.2104
1984,12,0.4879,0.3644,0.3083,0.2323
1985,1,0.2760,0.3051,0.2813,0.2229
1985,2,0.2169,0.2825,0.2715,0.2221
1985,3,0.3123,0.3082,0.2857,0.2336
1985,4,-0.0661,0.1816,0.2221,0.2003
1985,5,-0.4552,0.0274,0.1410,0.1545
1985,6,-0.8460,-0.1497,0.0442,0.0975
1985,7,-0.9865,-0.2632,-0.0237,0.0567
1985,8,-0.7542,-0.2540,-0.0313,0.0471
1985,9,0.0168,-0.0428,0.0670,0.1045
1985,10,0.2316,0.0350,0.1022,0.1269
1985,11,0.3068,0.0790,0.1223,0.1416
1985,12,0.2263,0.0736,0.1175,0.1387
1986,1,-0.0305,0.0020,0.0771,0.1077
1986,2,0.0313,0.0196,0.0821,0.1079
1986,3,0.0347,0.0218,0.0797,0.1031
1986,4,0.3672,0.1347,0.1351,0.1357
1986,5,0.6547,0.2533,0.1964,0.1726
1986,6,0.4283,0.2155,0.1798,0.1642
1986,7,0.5615,0.2805,0.2152,0.1864
1986,8,0.3664,0.2418,0.1990,0.1800
1986,9,1.2392,0.5466,0.3580,0.2732
1986,10,1.2804,0.6264,0.4086,0.3070
1986,11,0.7493,0.5103,0.3598,0.2822
1986,12,0.4130,0.4201,0.3202,0.2587
1987,1,0.1317,0.3250,0.2764,0.2361
1987,2,-0.1303,0.2187,0.2233,0.2027
1987,3,0.2194,0.3029,0.2669,0.2312
1987,4,-0.2517,0.1368,0.1829,0.1816
1987,5,-0.2565,0.0982,0.1609,0.1692
1987,6,-0.8228,-0.1257,0.0421,0.0975
1987,7,-0.2895,-0.0130,0.0922,0.1266
1987,8,0.8168,0.3321,0.2645,0.2256
1987,9,0.3685,0.2277,0.2142,0.1977
1987,10,-0.1910,0.0533,0.1254,0.1478
1987,11,0.1174,0.1336,0.1635,0.1711
1987,12,0.2408,0.1735,0.1825,0.1815
1988,1,0.1330,0.1437,0.1661,0.1688
1988,2,-0.0698,0.0746,0.1300,0.1505
1988,3,-0.4120,-0.0540,0.0606,0.1069
1988,4,-0.7069,-0.1871,-0.0137,0.0614
1988,5,-1.2063,-0.4042,-0.1340,-0.0110
1988,6,-1.7358,-0.6583,-0.2785,-0.1010
1988,7,-1.7799,-0.7757,-0.3576,-0.1529
1988,8,-1.2518,-0.6939,-0.3358,-0.1444
1988,9,-0.8217,-0.6026,-0.3058,-0.1293
1988,10,-1.0807,-0.7104,-0.3756,-0.1739
1988,11,-0.5286,-0.5603,-0.3147,-0.1438
1988,12,-0.5056,-0.5496,-0.3208,-0.1501
1989,1,-0.3564,-0.4953,-0.3054,-0.1520
1989,2,-0.4007,-0.4970,-0.3156,-0.1624
1989,3,-0.6178,-0.5607,-0.3573,-0.1913
1989,4,-0.8034,-0.6284,-0.4019,-0.2208
1989,5,-1.0487,-0.7274,-0.4642,-0.2631
1989,6,-1.1579,-0.7947,-0.5117,-0.2963
1989,7,-1.0597,-0.7963,-0.5267,-0.3125
1989,8,-0.8917,-0.7649,-0.5235,-0.3152
1989,9,-0.2150,-0.5498,-0.4246,-0.2631
1989,10,-0.2860,-0.5418,-0.4262,-0.2664
1989,11,-0.6225,-0.6304,-0.4779,-0.3032
1989,12,-0.6975,-0.6549,-0.4984,-0.3221
1990,1,-0.5053,-0.5944,-0.4754,-0.3158
1990,2,-0.4705,-0.5742,-0.4707,-0.3170
1990,3,0.2959,-0.3071,-0.3382,-0.2435
1990,4,-0.1004,-0.3827,-0.3759,-0.2695
1990,5,0.3508,-0.2044,-0.2843,-0.2184
1990,6,1.1488,0.1163,-0.1153,-0.1216
1990,7,1.4520,0.3164,-0.0006,-0.0524
1990,8,1.1178,0.3123,0.0126,-0.0441
1990,9,0.2469,0.0966,-0.0836,-0.0983
1990,10,0.0337,0.0393,-0.1052,-0.1153
1990,11,-0.0023,0.0267,-0.1042,-0.1122
1990,12,0.0700,0.0482,-0.0874,-0.1054
1991,1,0.0135,0.0313,-0.0896,-0.1071
1991,2,-0.2036,-0.0433,-0.1222,-0.1262
1991,3,0.4559,0.1629,-0.0123,-0.0625
1991,4,1.0262,0.3822,0.1090,0.0091
1991,5,1.0050,0.4364,0.1497,0.0328
1991,6,0.5347,0.3326,0.1104,0.0131
1991,7,-0.1361,0.1266,0.0150,-0.0410
1991,8,-0.2667,0.0578,-0.0154,-0.0593
1991,9,-0.3483,-0.0005,-0.0417,-0.0731
1991,10,-0.0980,0.0504,-0.0135,-0.0563
1991,11,0.6716,0.2947,0.1154,0.0205
1991,12,0.5472,0.2888,0.1216,0.0294
1992,1,0.4206,0.2709,0.1212,0.0344
1992,2,0.3687,0.2677,0.1267,0.0390
1992,3,0.3048,0.2559,0.1272,0.0404
1992,4,0.2858,0.2541,0.1317,0.0410
1992,5,-0.5007,-0.0069,0.0032,-0.0324
1992,6,-1.1820,-0.2826,-0.1394,-0.1155
1992,7,0.3999,0.1629,0.0834,0.0161
1992,8,-0.1378,0.0049,0.0059,-0.0276
1992,9,0.5350,0.2172,0.1146,0.0341
1992,10,0.1692,0.1246,0.0718,0.0103
1992,11,0.8687,0.3637,0.1971,0.0836
1992,12,0.7735,0.3798,0.2137,0.0971
1993,1,0.6337,0.3704,0.2180,0.1080
1993,2,0.4817,0.3444,0.2125,0.1101
1993,3,0.5388,0.3766,0.2348,0.1220
1993,4,0.4677,0.3682,0.2374,0.1265
1993,5,0.7210,0.4627,0.2924,0.1612
1993,6,1.4254,0.7237,0.4355,0.2507
